gender,birthdate,country_of_birth,current_country,postcode,national_insurance_number,cc_status,weight,height,blood_group,avg_n_drinks_per_week,avg_n_cigret_per_week,education_level,n_countries_visited,birthmonth_imp,birthyear_gov,birth_group_op,Continent_gov_op,postcode_imp,postcode_gov,hash
M,1988-02-23,Indonesia,United Kingdom,M45 4AB,ZZ563722T,0,47.5,1.68,A-,8.2,7.6,bachelor,32,1988-02,1988,Over 1980,Asia,M45 ,M,8537959
F,1987-11-07,Jersey,United Kingdom,DH94 7TB,ZZ049274T,0,68.6,1.57,A+,2.4,423.7,other,36,1987-11,1987,Over 1980,Europe,DH94 ,DH,11558699
F,2001-11-02,Lao People's Democratic Republic,United Kingdom,PL7W 5DP,ZZ309954T,0,77.2,1.4,A-,3.3,489.0,primary,37,2001-11,2001,Over 1980,Asia,PL7W ,PL,20481134
M,1961-12-06,Falkland Islands (Malvinas),United Kingdom,E6H 2UH,ZZ836789T,0,58.5,1.48,A+,6.8,12.3,primary,22,1961-12,1961,1955-1980,America,E6H ,E,20056776
M,1962-09-09,Congo,United Kingdom,EC3M 8ZF,ZZ786909T,0,58.8,1.46,O+,6.5,322.3,phD,2,1962-09,1962,1955-1980,Africa,EC3M ,EC,7254586
M,1966-06-28,France,United Kingdom,PH2 1RA,ZZ596729T,0,65.3,1.99,A-,3.9,417.9,bachelor,5,1966-06,1966,1955-1980,Europe,PH2 ,PH,22181672
M,1957-12-05,Panama,United Kingdom,BH9A 4AN,ZZ628729T,0,60.8,1.84,O+,0.0,8.4,masters,10,1957-12,1957,1955-1980,America,BH9A ,BH,13609406
F,1978-11-15,Saint Pierre and Miquelon,United Kingdom,B66 3GH,ZZ638795T,0,97.8,1.91,O+,9.1,38.3,phD,22,1978-11,1978,1955-1980,America,B66 ,B,13040081
M,1987-06-02,Chad,United Kingdom,YO4N 3BS,ZZ293049T,0,42.6,1.45,B+,3.1,440.7,secondary,41,1987-06,1987,Over 1980,Africa,YO4N ,YO,24008739
M,1980-06-30,Greece,United Kingdom,BS2 7PQ,ZZ256213T,0,38.5,1.56,A+,9.6,25.8,secondary,34,1980-06,1980,1955-1980,Europe,BS2 ,BS,17241626
M,1966-07-24,San Marino,United Kingdom,E0U 7XQ,ZZ289393T,0,50.6,1.83,A-,8.2,369.5,bachelor,7,1966-07,1966,1955-1980,Europe,E0U ,E,8299794
F,1956-05-14,Kenya,United Kingdom,E79 3UU,ZZ062198T,0,51.9,1.76,O+,4.7,320.9,secondary,44,1956-05,1956,1955-1980,Africa,E79 ,E,21465849
F,1986-02-07,Netherlands,United Kingdom,OL9 8DG,ZZ393406T,0,42.4,1.71,O+,5.2,49.6,secondary,32,1986-02,1986,Over 1980,Europe,OL9 ,OL,2081497
F,1998-09-15,Wallis and Futuna,United Kingdom,EX05 3UQ,ZZ404472T,1,71.9,1.54,A-,1.1,206.9,masters,21,1998-09,1998,Over 1980,other,EX05 ,EX,3212169
M,1995-02-25,India,United Kingdom,L9D 8AL,ZZ531165T,0,78.5,1.81,A+,8.1,140.4,bachelor,17,1995-02,1995,Over 1980,Asia,L9D ,L,2878736
F,1968-07-28,Tuvalu,United Kingdom,E2C 2BF,ZZ883436T,0,84.5,1.69,O+,9.3,217.7,bachelor,11,1968-07,1968,1955-1980,other,E2C ,E,14000284
F,1980-01-19,Somalia,United Kingdom,E2H 6XY,ZZ213147T,0,79.8,1.95,O-,8.0,269.6,masters,24,1980-01,1980,1955-1980,Africa,E2H ,E,3245221
M,1977-11-20,Macao,United Kingdom,SR92 5QW,ZZ474018T,0,48.5,1.44,A-,3.4,60.3,phD,34,1977-11,1977,1955-1980,Asia,SR92 ,SR,8828399
M,2002-04-24,Christmas Island,United Kingdom,UB1 9HG,ZZ056639T,0,45.0,1.71,O+,4.1,298.4,secondary,30,2002-04,2002,Over 1980,Asia,UB1 ,UB,11845195
M,1958-12-06,Senegal,United Kingdom,GL52 9BS,ZZ900900T,0,50.7,1.94,O+,9.8,27.1,secondary,48,1958-12,1958,1955-1980,Africa,GL52 ,GL,1610664
M,1981-07-16,Pakistan,United Kingdom,OL1X 3AY,ZZ813272T,0,72.0,1.48,O+,0.6,269.0,bachelor,12,1981-07,1981,1955-1980,Asia,OL1X ,OL,24014846
F,1970-01-10,Guinea,United Kingdom,OX2 1SQ,ZZ042058T,0,98.6,1.42,A+,9.2,25.3,secondary,28,1970-01,1970,1955-1980,Africa,OX2 ,OX,9646891
F,1968-04-10,Serbia,United Kingdom,WC6 0DE,ZZ807923T,0,54.5,1.52,B+,5.0,449.6,masters,36,1968-04,1968,1955-1980,Europe,WC6 ,WC,22327247
F,1965-10-25,Germany,United Kingdom,W5 5SR,ZZ532371T,0,39.6,1.56,A+,2.3,113.4,secondary,20,1965-10,1965,1955-1980,Europe,W5 ,W,3560955
M,1962-03-09,Tonga,United Kingdom,NR1 5UJ,ZZ471218T,0,48.2,1.5,A+,9.2,97.2,bachelor,20,1962-03,1962,1955-1980,other,NR1 ,NR,3522424
F,1991-03-28,Tonga,United Kingdom,DA93 5ZB,ZZ671746T,0,89.6,1.7,A+,1.8,303.4,secondary,43,1991-03,1991,Over 1980,other,DA93 ,DA,7077810
M,1987-05-03,Guinea-Bissau,United Kingdom,AL4R 3RF,ZZ218759T,0,49.3,1.69,O+,7.8,200.9,secondary,3,1987-05,1987,Over 1980,Africa,AL4R ,AL,14217740
M,1975-05-03,San Marino,United Kingdom,ME09 8JR,ZZ421918T,0,60.4,1.58,A+,9.4,214.6,bachelor,46,1975-05,1975,1955-1980,Europe,ME09 ,ME,12953706
F,1988-12-31,Saint Vincent and the Grenadines,United Kingdom,E3 8QF,ZZ844414T,0,86.3,1.86,A-,5.4,212.4,secondary,39,1988-12,1988,Over 1980,America,E3 ,E,13524113
F,1993-03-04,Kuwait,United Kingdom,DN8 9JT,ZZ138979T,0,64.6,1.68,A+,2.7,424.5,phD,3,1993-03,1993,Over 1980,Asia,DN8 ,DN,10349582
F,1966-02-15,Argentina,United Kingdom,BS0 2TF,ZZ754638T,0,94.8,1.55,A+,7.5,37.0,bachelor,34,1966-02,1966,1955-1980,America,BS0 ,BS,16248915
M,1961-08-04,Angola,United Kingdom,S1U 2BJ,ZZ141790T,0,93.7,1.88,B-,1.3,446.2,secondary,22,1961-08,1961,1955-1980,Africa,S1U ,S,5760018
F,1955-12-24,Iceland,United Kingdom,DG5 2QT,ZZ526463T,0,56.9,1.84,O+,7.6,381.0,masters,9,1955-12,1955,1955-1980,Europe,DG5 ,DG,20654308
F,1971-12-19,American Samoa,United Kingdom,OX76 9UZ,ZZ610472T,0,39.0,1.9,A+,0.1,321.7,secondary,5,1971-12,1971,1955-1980,other,OX76 ,OX,4479871
F,1964-02-20,Liberia,United Kingdom,DN9 0ZE,ZZ140801T,0,68.8,1.62,A+,3.1,175.2,secondary,36,1964-02,1964,1955-1980,Africa,DN9 ,DN,7595689
F,1961-08-11,Japan,United Kingdom,G04 6SF,ZZ880074T,0,96.3,1.72,O+,1.4,285.4,secondary,15,1961-08,1961,1955-1980,Asia,G04 ,G,12400815
M,1986-10-24,Malawi,United Kingdom,LL0 3EY,ZZ942340T,0,75.1,1.58,A+,2.4,226.4,other,31,1986-10,1986,Over 1980,Africa,LL0 ,LL,24368453
F,1961-01-20,Colombia,United Kingdom,E3K 6AW,ZZ948529T,0,63.8,1.6,AB+,4.8,179.6,other,41,1961-01,1961,1955-1980,America,E3K ,E,1563822
F,1956-06-08,British Indian Ocean Territory (Chagos Archipelago),United Kingdom,CF1 8BL,ZZ508218T,0,67.3,1.46,O+,3.8,8.5,bachelor,8,1956-06,1956,1955-1980,Asia,CF1 ,CF,18364617
F,1956-09-26,Kiribati,United Kingdom,S8 2EQ,ZZ812257T,0,73.1,1.74,A+,4.4,409.5,other,3,1956-09,1956,1955-1980,other,S8 ,S,17737967
M,2001-03-29,Cook Islands,United Kingdom,CF2V 2JJ,ZZ550659T,0,35.2,1.85,O+,6.7,312.1,bachelor,7,2001-03,2001,Over 1980,other,CF2V ,CF,17282524
M,1980-02-17,Colombia,United Kingdom,TN7A 2DX,ZZ423170T,0,56.7,1.87,O+,3.1,475.5,bachelor,43,1980-02,1980,1955-1980,America,TN7A ,TN,19907112
F,2001-01-07,Kazakhstan,United Kingdom,BN8X 3PW,ZZ363695T,0,60.9,1.44,A+,5.9,258.6,secondary,36,2001-01,2001,Over 1980,Asia,BN8X ,BN,3488025
M,1988-04-26,United States Minor Outlying Islands,United Kingdom,LU5R 2EL,ZZ336899T,0,96.0,1.74,O+,7.5,223.4,secondary,25,1988-04,1988,Over 1980,other,LU5R ,LU,22361807
F,1998-01-24,United States of America,United Kingdom,L91 0BH,ZZ332909T,0,92.5,1.42,A+,9.0,466.4,secondary,12,1998-01,1998,Over 1980,America,L91 ,L,11731189
F,1975-06-17,Cape Verde,United Kingdom,M7 2WU,ZZ810985T,0,48.4,1.54,A+,8.3,228.2,secondary,20,1975-06,1975,1955-1980,Africa,M7 ,M,12621670
M,1988-06-29,Norway,United Kingdom,L93 9QJ,ZZ801655T,0,88.5,1.84,B+,7.0,169.4,other,26,1988-06,1988,Over 1980,Europe,L93 ,L,7411131
M,1973-05-31,Austria,United Kingdom,KY25 4PR,ZZ749318T,0,58.4,1.42,A+,9.8,129.8,bachelor,9,1973-05,1973,1955-1980,Europe,KY25 ,KY,15578155
M,1976-03-06,Monaco,United Kingdom,BT55 4PX,ZZ042786T,0,35.9,1.69,AB+,2.8,334.9,masters,47,1976-03,1976,1955-1980,Europe,BT55 ,BT,5067513
M,1978-08-28,China,United Kingdom,L0 4HH,ZZ333604T,0,40.3,1.59,O+,3.7,28.3,bachelor,29,1978-08,1978,1955-1980,Asia,L0 ,L,23352196
M,1981-07-21,Saint Lucia,United Kingdom,HR4 0FP,ZZ162507T,0,75.8,1.95,B+,3.9,180.6,secondary,42,1981-07,1981,1955-1980,America,HR4 ,HR,18073553
M,1997-06-30,Madagascar,United Kingdom,E6 7GF,ZZ512583T,0,85.8,1.42,B+,4.0,36.4,masters,21,1997-06,1997,Over 1980,Africa,E6 ,E,16458907
M,1980-01-20,Vietnam,United Kingdom,M14 4RY,ZZ383855T,0,63.8,1.62,O+,3.6,376.8,masters,38,1980-01,1980,1955-1980,Asia,M14 ,M,17276280
F,1975-04-23,Cameroon,United Kingdom,BB3 9FE,ZZ404835T,0,88.3,1.56,O-,4.0,265.1,secondary,4,1975-04,1975,1955-1980,Africa,BB3 ,BB,23503455
M,1998-12-28,Mauritania,United Kingdom,L9 7NU,ZZ031076T,0,85.1,1.86,A-,6.1,75.0,masters,32,1998-12,1998,Over 1980,Africa,L9 ,L,18776267
M,1996-04-28,Djibouti,United Kingdom,SR23 9EW,ZZ530358T,0,81.2,1.65,A-,2.0,87.4,secondary,20,1996-04,1996,Over 1980,Africa,SR23 ,SR,19171875
M,1974-09-09,Mauritania,United Kingdom,UB37 5XD,ZZ322305T,0,43.7,1.88,B+,1.8,80.7,masters,29,1974-09,1974,1955-1980,Africa,UB37 ,UB,16768428
F,1978-02-17,Qatar,United Kingdom,DL6Y 4RH,ZZ195739T,0,83.4,1.73,A+,0.7,133.9,other,6,1978-02,1978,1955-1980,Asia,DL6Y ,DL,21318527
F,1974-03-21,Bhutan,United Kingdom,IG1 5BH,ZZ490400T,0,40.0,1.51,O+,0.1,463.1,secondary,5,1974-03,1974,1955-1980,Asia,IG1 ,IG,24279943
M,1980-05-26,Estonia,United Kingdom,B25 7NA,ZZ496157T,0,96.2,1.69,O+,4.4,268.2,secondary,35,1980-05,1980,1955-1980,Europe,B25 ,B,9528609
F,1967-07-29,Bangladesh,United Kingdom,SO4 5FB,ZZ936099T,0,90.9,1.8,B+,8.4,292.2,secondary,41,1967-07,1967,1955-1980,Asia,SO4 ,SO,11204804
F,1978-11-25,Antarctica (the territory South of 60 deg S),United Kingdom,GY95 8TW,ZZ631260T,0,85.1,1.99,O+,4.0,358.9,secondary,34,1978-11,1978,1955-1980,other,GY95 ,GY,8266673
F,1976-03-22,Hungary,United Kingdom,E5W 5HF,ZZ899665T,0,61.9,1.49,B+,4.8,338.9,secondary,33,1976-03,1976,1955-1980,Europe,E5W ,E,15973395
M,1957-08-22,Sri Lanka,United Kingdom,S61 6BB,ZZ099525T,0,81.9,1.47,O+,0.9,484.6,secondary,3,1957-08,1957,1955-1980,Asia,S61 ,S,6948826
F,1963-07-31,Tuvalu,United Kingdom,S04 5JJ,ZZ782808T,0,77.3,1.84,O+,8.9,154.7,secondary,49,1963-07,1963,1955-1980,other,S04 ,S,8770796
M,1961-01-28,Trinidad and Tobago,United Kingdom,W72 5NN,ZZ502391T,0,95.1,1.51,B+,4.9,371.3,secondary,43,1961-01,1961,1955-1980,America,W72 ,W,18346869
F,1955-12-27,Saint Martin,United Kingdom,W44 5DF,ZZ023203T,0,52.0,1.89,A+,8.0,424.4,secondary,36,1955-12,1955,1955-1980,America,W44 ,W,20931050
F,1956-07-19,Bulgaria,United Kingdom,LS38 2XN,ZZ993260T,0,75.2,1.43,A+,1.4,268.4,bachelor,49,1956-07,1956,1955-1980,Europe,LS38 ,LS,14293865
F,1965-11-08,New Zealand,United Kingdom,E8H 7NB,ZZ321660T,0,71.9,1.93,A+,2.0,263.0,secondary,46,1965-11,1965,1955-1980,other,E8H ,E,5586088
M,1974-01-08,Gambia,United Kingdom,HS2 5EP,ZZ079854T,0,74.5,1.96,O+,3.7,317.4,secondary,46,1974-01,1974,1955-1980,Africa,HS2 ,HS,14883026
M,1993-10-01,Tokelau,United Kingdom,N7 8ZU,ZZ543197T,0,68.0,1.51,B+,3.0,335.2,masters,39,1993-10,1993,Over 1980,other,N7 ,N,14526745
M,1980-09-03,Saint Pierre and Miquelon,United Kingdom,BR31 9GZ,ZZ427503T,0,54.1,1.72,O+,7.9,359.9,secondary,38,1980-09,1980,1955-1980,America,BR31 ,BR,18196017
M,1965-01-07,Guernsey,United Kingdom,HD17 6JF,ZZ195149T,0,79.8,1.47,O+,6.8,355.9,secondary,31,1965-01,1965,1955-1980,Europe,HD17 ,HD,549434
M,1968-04-05,Palau,United Kingdom,L8S 3AZ,ZZ482111T,0,86.3,1.52,O+,3.1,73.8,bachelor,27,1968-04,1968,1955-1980,other,L8S ,L,20627642
M,1981-05-23,Faroe Islands,United Kingdom,KW1 8WJ,ZZ123099T,0,81.4,1.56,A+,5.1,141.5,secondary,26,1981-05,1981,1955-1980,Europe,KW1 ,KW,6668995
F,1973-02-14,Sweden,United Kingdom,E4W 3ZS,ZZ750200T,0,66.1,1.47,O+,2.6,202.0,primary,9,1973-02,1973,1955-1980,Europe,E4W ,E,4604313
M,1987-07-18,Mauritius,United Kingdom,IP4V 8YH,ZZ549799T,0,87.7,1.75,O+,1.8,338.7,bachelor,19,1987-07,1987,Over 1980,Africa,IP4V ,IP,22411651
M,1963-08-31,Netherlands,United Kingdom,L36 9UL,ZZ398560T,0,68.9,1.68,O+,4.9,147.5,bachelor,15,1963-08,1963,1955-1980,Europe,L36 ,L,2642632
M,1989-02-08,Reunion,United Kingdom,E8K 8HP,ZZ682587T,0,41.7,1.88,O+,3.8,362.5,other,24,1989-02,1989,Over 1980,Africa,E8K ,E,380261
M,1962-03-04,Liechtenstein,United Kingdom,DE8 3HS,ZZ730736T,0,52.3,1.55,B+,5.0,144.6,bachelor,39,1962-03,1962,1955-1980,Europe,DE8 ,DE,5415927
F,1977-09-16,Belgium,United Kingdom,E1T 3XB,ZZ173275T,0,76.8,1.4,A-,4.6,397.8,phD,36,1977-09,1977,1955-1980,Europe,E1T ,E,2908052
F,1978-02-18,Haiti,United Kingdom,TR9M 9FY,ZZ009537T,0,66.5,1.57,A-,4.3,158.1,secondary,49,1978-02,1978,1955-1980,America,TR9M ,TR,9755039
F,1960-03-06,British Virgin Islands,United Kingdom,DA6E 7US,ZZ569750T,0,87.6,1.83,O+,1.5,68.4,phD,3,1960-03,1960,1955-1980,America,DA6E ,DA,15152805
F,1995-02-03,Denmark,United Kingdom,WD10 4ZB,ZZ735353T,0,81.7,1.49,O+,1.2,231.1,bachelor,20,1995-02,1995,Over 1980,Europe,WD10 ,WD,526544
F,1963-07-19,Montserrat,United Kingdom,W98 5DL,ZZ605045T,0,55.2,1.51,O-,4.8,248.2,other,15,1963-07,1963,1955-1980,America,W98 ,W,16843716
F,2001-12-10,Norfolk Island,United Kingdom,B75 2RD,ZZ723507T,0,79.9,1.68,A-,1.4,493.8,bachelor,24,2001-12,2001,Over 1980,other,B75 ,B,16210837
M,1958-04-14,Georgia,United Kingdom,HS89 7QA,ZZ097076T,0,36.9,1.88,A+,7.7,356.7,bachelor,28,1958-04,1958,1955-1980,Asia,HS89 ,HS,20326027
M,1964-06-20,Heard Island and McDonald Islands,United Kingdom,MK1W 8ZQ,ZZ708577T,1,94.2,1.68,A+,2.3,7.0,phD,19,1964-06,1964,1955-1980,other,MK1W ,MK,2868160
M,2001-11-23,Burundi,United Kingdom,M5B 1RJ,ZZ272152T,0,86.6,1.77,A+,3.8,228.1,bachelor,40,2001-11,2001,Over 1980,Africa,M5B ,M,6307243
M,1959-02-15,Guernsey,United Kingdom,SA9E 9NF,ZZ417346T,0,36.9,1.9,A+,3.3,116.5,phD,16,1959-02,1959,1955-1980,Europe,SA9E ,SA,10578692
F,1981-11-15,Vietnam,United Kingdom,WS6 0ZZ,ZZ405333T,0,91.1,1.52,B-,8.3,305.3,primary,14,1981-11,1981,1955-1980,Asia,WS6 ,WS,16419786
F,1974-02-24,Turkmenistan,United Kingdom,BS70 5QT,ZZ720709T,0,93.3,1.96,O+,1.8,186.0,other,25,1974-02,1974,1955-1980,Asia,BS70 ,BS,18355653
M,1973-03-19,Australia,United Kingdom,RG4 9TF,ZZ359031T,1,80.5,1.82,A-,0.9,491.7,secondary,34,1973-03,1973,1955-1980,other,RG4 ,RG,8971462
M,1986-07-15,Albania,United Kingdom,W1W 8QX,ZZ821710T,0,35.6,1.97,B+,6.0,70.7,secondary,27,1986-07,1986,Over 1980,Europe,W1W ,W,16430085
M,1956-04-30,Korea,United Kingdom,S40 2QP,ZZ259035T,0,92.6,1.75,A+,9.6,446.4,other,39,1956-04,1956,1955-1980,Asia,S40 ,S,17777520
F,1960-11-05,Swaziland,United Kingdom,MK95 7JT,ZZ835094T,0,75.3,1.4,A+,1.1,276.9,bachelor,47,1960-11,1960,1955-1980,Africa,MK95 ,MK,15645819
F,1971-07-23,Belarus,United Kingdom,B2E 6SX,ZZ146318T,0,72.1,1.44,O+,2.7,459.0,secondary,35,1971-07,1971,1955-1980,Europe,B2E ,B,10762631
M,1960-07-28,Vietnam,United Kingdom,S8 5AN,ZZ622180T,0,44.7,1.91,O+,9.8,70.5,phD,37,1960-07,1960,1955-1980,Asia,S8 ,S,251744
M,1989-02-02,Barbados,United Kingdom,E39 0PU,ZZ865468T,0,82.8,1.46,O+,8.0,107.9,other,40,1989-02,1989,Over 1980,America,E39 ,E,706170
F,1958-12-20,Marshall Islands,United Kingdom,W8 3WD,ZZ833930T,0,65.4,1.46,O+,4.2,489.4,secondary,10,1958-12,1958,1955-1980,other,W8 ,W,16297169
F,1977-10-24,Cocos (Keeling) Islands,United Kingdom,TN04 0HF,ZZ313940T,0,47.6,1.59,A+,6.3,460.0,bachelor,33,1977-10,1977,1955-1980,Asia,TN04 ,TN,11059104
M,1973-07-26,Greenland,United Kingdom,CV1 9GL,ZZ532204T,0,94.5,1.43,A+,9.4,402.5,secondary,13,1973-07,1973,1955-1980,America,CV1 ,CV,19394444
M,1957-04-12,Hong Kong,United Kingdom,W49 8TN,ZZ570695T,0,38.3,1.5,A+,1.5,413.7,secondary,13,1957-04,1957,1955-1980,Asia,W49 ,W,6050011
F,1976-12-02,Brunei Darussalam,United Kingdom,RG9B 2GJ,ZZ880117T,0,60.1,1.9,O+,6.2,52.0,secondary,5,1976-12,1976,1955-1980,Asia,RG9B ,RG,13560646
M,1968-06-28,Gambia,United Kingdom,DL0M 6TZ,ZZ083257T,0,47.5,1.67,O+,1.8,41.2,phD,6,1968-06,1968,1955-1980,Africa,DL0M ,DL,15098590
F,1998-04-01,Spain,United Kingdom,L59 2RA,ZZ441902T,0,45.9,1.79,O+,7.1,25.9,bachelor,10,1998-04,1998,Over 1980,Europe,L59 ,L,1250275
M,1982-06-16,Iraq,United Kingdom,SW6R 8XG,ZZ024423T,0,38.4,1.92,O+,0.3,377.0,phD,24,1982-06,1982,Over 1980,Asia,SW6R ,SW,22050457
F,1979-02-09,New Caledonia,United Kingdom,CB9P 9BE,ZZ777652T,0,71.9,1.95,A-,8.1,390.3,bachelor,22,1979-02,1979,1955-1980,other,CB9P ,CB,7967732
M,1958-09-29,Tuvalu,United Kingdom,IV1 5JE,ZZ588902T,0,53.1,1.81,A+,7.2,312.2,secondary,10,1958-09,1958,1955-1980,other,IV1 ,IV,11377090
M,1981-10-11,Norway,United Kingdom,PL8 7HQ,ZZ203074T,0,77.0,1.44,O+,6.3,26.6,secondary,9,1981-10,1981,1955-1980,Europe,PL8 ,PL,20239769
F,1991-02-01,Kyrgyz Republic,United Kingdom,WA4 3UN,ZZ965995T,0,58.7,1.86,A+,8.3,444.3,secondary,47,1991-02,1991,Over 1980,Asia,WA4 ,WA,3694008
F,1998-08-04,Kiribati,United Kingdom,DA2 6DN,ZZ510064T,0,86.4,1.44,A+,8.5,24.0,bachelor,35,1998-08,1998,Over 1980,other,DA2 ,DA,5504724
M,1963-10-10,Guinea-Bissau,United Kingdom,E3F 9RW,ZZ045109T,0,51.9,1.75,O+,3.9,74.0,other,49,1963-10,1963,1955-1980,Africa,E3F ,E,21702275
M,1972-10-29,Kiribati,United Kingdom,LN88 9GJ,ZZ415904T,0,58.6,1.96,A-,2.3,488.1,secondary,35,1972-10,1972,1955-1980,other,LN88 ,LN,18210394
M,1960-01-13,Saudi Arabia,United Kingdom,CV26 8TL,ZZ850180T,0,44.4,1.57,B+,7.7,277.6,secondary,38,1960-01,1960,1955-1980,Asia,CV26 ,CV,13728838
F,1956-09-16,Russian Federation,United Kingdom,NR7R 5LX,ZZ976854T,0,39.3,1.46,A+,2.8,338.7,bachelor,44,1956-09,1956,1955-1980,Europe,NR7R ,NR,19418579
F,1981-03-17,Solomon Islands,United Kingdom,WR8 4XR,ZZ966003T,0,73.3,1.46,O+,3.0,391.7,secondary,8,1981-03,1981,1955-1980,other,WR8 ,WR,1646179
F,1999-04-08,India,United Kingdom,S7E 9HL,ZZ917222T,0,46.4,1.58,A+,7.8,76.1,secondary,20,1999-04,1999,Over 1980,Asia,S7E ,S,3982194
F,1997-07-20,Grenada,United Kingdom,PL0M 4LL,ZZ030904T,0,51.2,1.45,B+,2.5,342.8,secondary,28,1997-07,1997,Over 1980,America,PL0M ,PL,15001770
F,1990-05-04,France,United Kingdom,SO8R 5PS,ZZ333548T,0,93.9,1.8,A+,0.6,376.1,secondary,8,1990-05,1990,Over 1980,Europe,SO8R ,SO,1171485
F,2002-04-10,Jamaica,United Kingdom,E6 1TL,ZZ263128T,0,96.7,1.75,O-,5.5,86.0,other,6,2002-04,2002,Over 1980,America,E6 ,E,7454540
M,1964-10-22,Marshall Islands,United Kingdom,OX8H 1PN,ZZ657535T,1,85.6,1.9,B+,3.8,135.8,secondary,4,1964-10,1964,1955-1980,other,OX8H ,OX,16645422
M,1967-04-07,Saint Lucia,United Kingdom,BN2P 2WA,ZZ044938T,0,78.3,1.5,O-,9.7,237.4,secondary,10,1967-04,1967,1955-1980,America,BN2P ,BN,12050391
M,1964-01-26,Nepal,United Kingdom,SA92 1SJ,ZZ648472T,0,92.7,1.98,A+,1.8,262.4,secondary,21,1964-01,1964,1955-1980,Asia,SA92 ,SA,9379578
M,2002-06-19,Estonia,United Kingdom,TS27 2FD,ZZ851919T,0,56.1,1.85,B+,7.7,336.2,other,35,2002-06,2002,Over 1980,Europe,TS27 ,TS,19927567
F,1956-04-26,Botswana,United Kingdom,G89 7HN,ZZ783809T,0,94.9,2.0,O+,0.9,55.7,secondary,35,1956-04,1956,1955-1980,Africa,G89 ,G,15981522
F,1962-08-16,Guernsey,United Kingdom,CT5B 5BN,ZZ793814T,0,75.6,1.5,A+,4.7,430.5,bachelor,35,1962-08,1962,1955-1980,Europe,CT5B ,CT,12224219
M,1957-10-01,Canada,United Kingdom,SR56 7HG,ZZ099467T,0,95.6,1.65,B-,0.7,34.6,masters,47,1957-10,1957,1955-1980,America,SR56 ,SR,10304529
